id,question,reference_answer,expected_chunk_ids,expected_document_ids,expected_document_version_ids,expected_keywords,expects_abstention,category,status
eval-087,"Selon «DOC35_Marketing_Rapport_FTTH_T4_2025», que précise le corpus sur le point suivant : mercialement au cours du trimestre. + Croissance trimestrielle de la base FTTH : progression continue depuis le lancemen ?","mercialement au cours du trimestre. + Croissance trimestrielle de la base FTTH : progression continue depuis le lancement de la campagne de notoriété du troisième trimestre 2025. + Taux de conversion des demandes de raccordement en souscriptions commerciales jugé satisfaisant sur les communes couvertes. + Recommandations + Poursuivre l'effort de notoriété sur les communes de la Gombe et de Limete au premier trimestre 2026, afin de consolider la dynamique de souscription observée fin 2025. + Conclusion + La performance commerciale du pilote FTTH à Kinshasa sur le T4 2025 confirme la pertinence de l'extension progressive de l'offre vers d'autres communes, conformément à l'objectif de doublement des abonnés d'ici fin 2027.",[175],[37],[37],"[""mercialement"", ""cours"", ""trimestre"", ""Croissance"", ""trimestrielle"", ""progression"", ""continue"", ""depuis""]",False,factual,candidate_review
eval-088,"Selon «DOC19_NOC_Rapport_Incident_Fibre_Kinshasa_Matadi», que précise le corpus sur le point suivant : localisation du point de sectionnement par réflectométrie (OTDR). + 12h02 : réparation de la fibre et rétablissement du  ?","localisation du point de sectionnement par réflectométrie (OTDR). + 12h02 : réparation de la fibre et rétablissement du signal optique nominal. + 12h05 : clôture de l'incident après confirmation de la stabilité du signal. + Responsabilités + Le NOC a assuré la détection et le suivi de bout en bout ; la Direction Transmission et Fibre Optique a assuré l'intervention terrain et la réparation. + Recommandations + Renforcer la coordination avec les autorités locales de Kasangulu pour la déclaration préalable des travaux de terrassement à proximité du tracé de fibre, conformément à la recommandation déjà formulée dans le rapport de disponibilité du T4 2025. + Conclusion + L'incident a été résolu dans les délais cibles gr├óce à la bascule automatique sur liaison de secours, confirmant l'utilité du doublement he",[195],[41],[41],"[""localisation"", ""point"", ""sectionnement"", ""réflectométrie"", ""12h02"", ""réparation"", ""fibre"", ""rétablissement""]",False,factual,candidate_review
eval-089,"Selon «DOC31_NOC_Incident_KIN_GNB_001», que précise le corpus sur le point suivant : éventif des modules d'alimentation sur l'ensemble des sites gNodeB du pilote 5G, afin de réduire le risque de récurrence ?","éventif des modules d'alimentation sur l'ensemble des sites gNodeB du pilote 5G, afin de réduire le risque de récurrence sur le site LUB-GNB-001 actuellement en cours de déploiement. + Conclusion + L'incident a été résolu dans le délai de garantie contractuelle, confirmant l'utilité du repli automatique sur la 4G comme mesure de continuité de service pour les sites du pilote 5G.",[200],[42],[42],"[""éventif"", ""modules"", ""alimentation"", ""ensemble"", ""sites"", ""gNodeB"", ""pilote"", ""réduire""]",False,factual,candidate_review
eval-090,"Selon «DOC02_Architecture_Reseau», que précise le corpus sur le point suivant : en cours de déploiement (Projet C┼ôur Nouvelle Génération), cible standalone (SA) à terme. + IMS : plateforme supportant ?","en cours de déploiement (Projet C┼ôur Nouvelle Génération), cible standalone (SA) à terme. + IMS : plateforme supportant la VoLTE, à terme la VoNR. + Supervision ÔÇö NOC + Le NOC assure la surveillance continue de l'ensemble des couches : détection des alarmes, gestion des incidents, escalade selon la criticité, suivi de la disponibilité et des SLA contractuels. + Procédures + L'ajout ou la modification d'un élément d'architecture doit faire l'objet d'une fiche de changement validée par la Direction Technique et Réseaux avant mise en ┼ôuvre, et notifiée au NOC. + Responsabilités + Direction Technique et Réseaux : conception et évolution de l'architecture RAN et planification radio. + Direction Transmission et Fibre Optique : exploitation et maintenance du backbone fibre et des faisceaux hertziens. + Direction C",[264],[55],[55],"[""cours"", ""déploiement"", ""Projet"", ""Nouvelle"", ""Génération"", ""cible"", ""standalone"", ""terme""]",False,factual,candidate_review
eval-091,"Selon «DOC06_Transmission_Maintenance_Fibre», que précise le corpus sur le point suivant : u'à leur clôture. + Risques + Coupures accidentelles de fibre lors de travaux de voirie non coordonnés dans certaines co ?","u'à leur clôture. + Risques + Coupures accidentelles de fibre lors de travaux de voirie non coordonnés dans certaines communes. + Délai de rétablissement allongé sur les tronçons interurbains encore en construction. + Recommandations + Poursuivre la mise en place de liaisons de secours hertziennes sur les tronçons interurbains critiques tant que le doublement de la fibre n'est pas achevé. + Conclusion + La maintenance rigoureuse du backbone fibre conditionne directement la disponibilité de l'ensemble des services mobiles et fixes de Bomoko Telecom, en particulier pendant la phase d'extension du Projet Fibre Nationale.",[287],[61],[61],"[""clôture"", ""Risques"", ""Coupures"", ""accidentelles"", ""fibre"", ""travaux"", ""voirie"", ""coordonnés""]",False,factual,candidate_review
eval-092,"Selon «DOC05_CoreNetwork_VoLTE_5GCore», que précise le corpus sur le point suivant : Rapport de déploiement VoLTE et migration progressive vers le 5G Core + Objectif + Rendre compte de l'avancement du dépl ?","Rapport de déploiement VoLTE et migration progressive vers le 5G Core + Objectif + Rendre compte de l'avancement du déploiement de la VoLTE sur le c┼ôur de réseau 4G (EPC) et de la migration progressive vers le 5G Core, dans le cadre du Projet C┼ôur Nouvelle Génération. + Contexte + Le c┼ôur de réseau de Bomoko Telecom repose actuellement sur un EPC (Evolved Packet Core) pour la 4G.",[31],[7],[7],"[""Rapport"", ""déploiement"", ""VoLTE"", ""migration"", ""progressive"", ""Objectif"", ""Rendre"", ""compte""]",False,factual,candidate_review
eval-093,"Selon «DOC05_CoreNetwork_VoLTE_5GCore», que précise le corpus sur le point suivant : rtes avant d'engager la bascule vers le 5G Core standalone, afin de limiter le nombre de composants en migration simulta ?","rtes avant d'engager la bascule vers le 5G Core standalone, afin de limiter le nombre de composants en migration simultanée. + Conclusion + La généralisation de la VoLTE et la préparation du 5G Core avancent conformément au calendrier du Projet C┼ôur Nouvelle Génération, avec une bascule standalone ciblée pour fin 2028.",[34],[7],[7],"[""avant"", ""engager"", ""bascule"", ""standalone"", ""limiter"", ""nombre"", ""composants"", ""migration""]",False,factual,candidate_review
eval-094,"Selon «DOC21_Cybersecurite_Protection_Donnees_Abonnes», que précise le corpus sur le point suivant : sur les systèmes d'information supportant les services abonnés. + Conservation des données de trafic limitée à la durée  ?","sur les systèmes d'information supportant les services abonnés. + Conservation des données de trafic limitée à la durée strictement nécessaire aux finalités opérationnelles et réglementaires. + Procédure de notification interne en cas de suspicion de fuite ou d'accès non autorisé aux données abonnés. + Procédures + Revue trimestrielle des habilitations d'accès aux systèmes contenant des données abonnés. + Audit annuel de conformité mené par la Direction Cybersécurité Télécom en lien avec la Direction Juridique et Réglementation. + Notification à la Direction Juridique et Réglementation de tout incident avéré impliquant des données abonnés, pour évaluation des obligations de déclaration réglementaire. + Responsabilités + La Direction Cybersécurité Télécom est responsable de la mise en ┼ôuvre technique de c",[43],[10],[10],"[""systèmes"", ""information"", ""supportant"", ""services"", ""abonnés"", ""Conservation"", ""données"", ""trafic""]",False,factual,candidate_review
eval-095,"Selon «DOC03_Rapport_Strategique_V2», que précise le corpus sur le point suivant : s abonnés FTTH résidentiels à Kinshasa, désormais atteint avec un an de retard, ciblé pour fin 2028. + Nouvel objectif : ?","s abonnés FTTH résidentiels à Kinshasa, désormais atteint avec un an de retard, ciblé pour fin 2028. + Nouvel objectif : atteindre 25 % de croissance du chiffre d'affaires entreprise d'ici fin 2029 (objectif révisé à la hausse par rapport aux 20 % d'ici fin 2028 fixés en version 1.1). + Investissements prévus + Une tranche additionnelle de CAPEX est allouée pour la période 2027-2029, en complément du budget initial de 180 millions USD couvrant 2026-2028, afin de financer le décalage de l'extension fibre vers Mbuji-Mayi, la nouvelle extension vers Kananga et l'étude de faisabilité 2029. + Procédures + Le suivi trimestriel de l'avancement de chaque projet stratégique reste présenté au Comité de Direction par les directions techniques concernées.",[94],[17],[17],"[""abonnés"", ""résidentiels"", ""Kinshasa"", ""désormais"", ""atteint"", ""retard"", ""ciblé"", ""Nouvel""]",False,factual,candidate_review
eval-096,"Selon «DOC40_Finance_Suivi_CAPEX_2026 (1)», que précise le corpus sur le point suivant : | 3600 | 4000 | 4300 | 14900 | -0.00666666666666667 + Projet C┼ôur Nouvelle Génération | 20000 | 3800 | 4900 | 5600 | 59 ?","| 3600 | 4000 | 4300 | 14900 | -0.00666666666666667 + Projet C┼ôur Nouvelle Génération | 20000 | 3800 | 4900 | 5600 | 5900 | 20200 | 0.01 + TOTAL 2026 | 90000 | 16000 | 21500 | 24800 | 27200 | 89500 | -0.00555555555555556 + Notes + - Dépassement observé sur le Projet Sentinelle 5G : lié en partie au délai de livraison des équipements du site LUB-GNB-001 (contrat CTR-2025-0142), engageant des coûts de mobilisation anticipés. + - ├ëcart favorable sur le Projet Fibre Nationale : décalage partiel de l'extension vers Mbuji-Mayi à 2028 (cf.",[121],[24],[24],"[""14900"", ""00666666666666667"", ""Projet"", ""Nouvelle"", ""Génération"", ""20000"", ""20200"", ""TOTAL""]",False,factual,candidate_review
eval-097,"Selon «Strategie_Marketing_Lancement_5G_TelcoAI», que précise le corpus sur le point suivant : L'offre TelcoAI 5G PREMIUM, destinée aux utilisateurs intensifs, doit être positionnée comme le prolongement naturel de  ?","L'offre TelcoAI 5G PREMIUM, destinée aux utilisateurs intensifs, doit être positionnée comme le prolongement naturel de l'offre TelcoAI 4G MAX pour les clients dont la consommation de données dépasse régulièrement les seuils des forfaits 4G existants. + Le taux d'adoption actuel de la 5G dans les zones couvertes reste faible, ce qui justifie une campagne de lancement dédiée plutôt qu'une simple communication produit. + 3.",[183],[39],[39],"[""offre"", ""TelcoAI"", ""PREMIUM"", ""destinée"", ""utilisateurs"", ""intensifs"", ""positionnée"", ""comme""]",False,factual,candidate_review
eval-098,"Selon «DOC07_NOC_Gestion_Incidents», que précise le corpus sur le point suivant : 'escalade par type d'incident et réviser les seuils de gravité à mesure que la part du trafic 5G augmente. + Conclusion  ?",'escalade par type d'incident et réviser les seuils de gravité à mesure que la part du trafic 5G augmente. + Conclusion + Cette procédure constitue le socle opérationnel de la supervision réseau de Bomoko Telecom et conditionne le respect des SLA envers les abonnés et les clients entreprises.,[192],[40],[40],"[""escalade"", ""incident"", ""réviser"", ""seuils"", ""gravité"", ""mesure"", ""trafic"", ""augmente""]",False,factual,candidate_review
eval-099,"Selon «DOC13_RH_Formation_Techniciens», que précise le corpus sur le point suivant : ctométrie) et un volet montée en compétence pour les ingénieurs radio sur les spécificités du déploiement 5G NR par rapp ?","ctométrie) et un volet montée en compétence pour les ingénieurs radio sur les spécificités du déploiement 5G NR par rapport au 4G/LTE existant. + Procédures + Recensement des besoins de formation par la Direction Technique et Réseaux et la Direction Transmission et Fibre Optique. + Organisation de sessions de certification pour les techniciens fibre en amont de chaque phase d'extension du backbone. + Organisation de sessions de formation pour les équipes radio avant chaque extension géographique du pilote 5G. + Suivi du taux de certification des équipes terrain par ville couverte. + Responsabilités + La Direction des Ressources Humaines organise et suit le plan de formation, en coordination avec les directions techniques concernées pour la définition du contenu et le calendrier. + Risques + Risque de retard",[227],[48],[48],"[""ctométrie"", ""volet"", ""montée"", ""compétence"", ""ingénieurs"", ""radio"", ""spécificités"", ""déploiement""]",False,factual,candidate_review
eval-100,"Selon «DOC04_DTR_Optimisation_Radio», que précise le corpus sur le point suivant : Procédure d'optimisation radio et gestion des interférences + Objectif + Définir la procédure d'optimisation radio appli ?","Procédure d'optimisation radio et gestion des interférences + Objectif + Définir la procédure d'optimisation radio appliquée par la Direction Technique et Réseaux (DTR) pour maintenir la qualité de service sur les réseaux 4G/LTE et sur le pilote 5G, et pour traiter les cas d'interférences signalés par le NOC ou détectés par les campagnes de mesure. + Contexte + Le réseau d'accès radio (RAN) de Bomoko Telecom combine des sites 2G/3G legacy, des eNodeB 4G sur l'ensemble des villes couvertes, et des gNodeB 5G en pilote à Kinshasa.",[267],[56],[56],"[""Procédure"", ""optimisation"", ""radio"", ""gestion"", ""interférences"", ""Objectif"", ""Définir"", ""procédure""]",False,factual,candidate_review
eval-101,"Selon «DOC04_DTR_Optimisation_Radio», que précise le corpus sur le point suivant : équences existant avant toute mise en service d'un nouveau site gNodeB dans le cadre du Projet Sentinelle 5G, en particu ?","équences existant avant toute mise en service d'un nouveau site gNodeB dans le cadre du Projet Sentinelle 5G, en particulier dans les zones déjà denses en sites 4G. + Conclusion + Cette procédure garantit un traitement structuré des dégradations radio et limite leur impact sur l'expérience des abonnés pendant la phase d'extension du réseau 4G et 5G.",[271],[56],[56],"[""équences"", ""existant"", ""avant"", ""toute"", ""service"", ""nouveau"", ""gNodeB"", ""cadre""]",False,factual,candidate_review
eval-102,"Selon «DOC16_DTR_Capacite_Densification», que précise le corpus sur le point suivant : de saturation retenu : charge cellule supérieure à 80 % sur l'heure de pointe pendant plus de cinq jours consécutifs. +  ?","de saturation retenu : charge cellule supérieure à 80 % sur l'heure de pointe pendant plus de cinq jours consécutifs. + Nombre de nouveaux sites eNodeB envisagés en 2026 : densification ciblée sur les zones identifiées, en complément du réseau existant. + Procédures + Analyse mensuelle des charges cellules par la Direction Technique et Réseaux. + Priorisation des zones de densification selon le taux de saturation observé. + Coordination avec la Direction Transmission et Fibre Optique pour le raccordement des nouveaux sites. + Risques + Risque de dégradation de la qualité de service en zone dense si la densification prend du retard. + Risque de délai d'obtention des autorisations d'implantation pour les nouveaux sites en zone urbaine. + Recommandations + Prioriser la densification des zones saturées de Kinshas",[273],[57],[57],"[""saturation"", ""retenu"", ""charge"", ""cellule"", ""supérieure"", ""heure"", ""pointe"", ""pendant""]",False,factual,candidate_review
eval-103,"Selon «Commercial Acquisition Abonnés», que précise le corpus sur le point suivant : ne géographique et par type d'offre. + Responsabilités + La Direction Commerciale et Business pilote l'exécution de la s ?","ne géographique et par type d'offre. + Responsabilités + La Direction Commerciale et Business pilote l'exécution de la stratégie en coordination avec la Direction Marketing pour les campagnes et avec la Direction Technique et Réseaux pour la disponibilité effective de la couverture dans les zones ciblées. + Risques + Risque de décalage entre le calendrier commercial et l'avancement réel de la couverture réseau dans certaines zones du Projet Zéro Zone Blanche. + Risque de pression concurrentielle sur les prix des offres data. + Recommandations + Aligner strictement le calendrier des campagnes commerciales sur les dates de mise en service confirmées par la Direction Technique et Réseaux, afin d'éviter toute promesse commerciale sur une zone non encore couverte. + Conclusion + Cette stratégie commerciale souti",[3],[1],[1],"[""géographique"", ""offre"", ""Responsabilités"", ""Direction"", ""Commerciale"", ""Business"", ""pilote"", ""exécution""]",False,factual,candidate_review
eval-104,"Selon «DOC34_Commercial_Brief_Argumentaire_5G», que précise le corpus sur le point suivant : lement. + Procédures + Cet argumentaire doit être utilisé tel quel par les équipes de vente en point de vente jusqu'à no ?",lement. + Procédures + Cet argumentaire doit être utilisé tel quel par les équipes de vente en point de vente jusqu'à nouvelle communication de la Direction Commerciale et Business. + Conclusion + Cet argumentaire vise à donner une réponse claire et uniforme aux abonnés sur le calendrier de disponibilité de la 5G à Lubumbashi.,[8],[3],[3],"[""lement"", ""Procédures"", ""argumentaire"", ""utilisé"", ""équipes"", ""vente"", ""point"", ""jusqu""]",False,factual,candidate_review
eval-105,"Selon «Strategie_Commerciale_Annuelle_TelcoAI», que précise le corpus sur le point suivant : : maintenir une coordination mensuelle avec la Direction Technique et Réseaux et le NOC. + Risque de concurrence accrue  ?",: maintenir une coordination mensuelle avec la Direction Technique et Réseaux et le NOC. + Risque de concurrence accrue sur les offres data : recommandation de renforcer la différenciation via la qualité de service et les offres TelcoAI 5G PREMIUM. + Risque de churn élevé sur les offres prépayées : recommandation de renforcer les programmes de fidélisation en lien avec la Direction Marketing. + Risque commercial B2B : dépendance à un nombre restreint de grands comptes entreprises.,[29],[6],[6],"[""maintenir"", ""coordination"", ""mensuelle"", ""Direction"", ""Technique"", ""Réseaux"", ""Risque"", ""concurrence""]",False,factual,candidate_review
eval-106,"Selon «DOC21_Cybersecurite_Protection_Donnees_Abonnes», que précise le corpus sur le point suivant : on des obligations de déclaration réglementaire. + Responsabilités + La Direction Cybersécurité Télécom est responsable  ?",on des obligations de déclaration réglementaire. + Responsabilités + La Direction Cybersécurité Télécom est responsable de la mise en ┼ôuvre technique de cette politique ; la Direction Juridique et Réglementation est responsable de la conformité réglementaire et des obligations de notification. + Risques + Risque d'accès non autorisé en cas de non-révision périodique des habilitations. + Risque de non-conformité réglementaire en cas de conservation excessive des données de trafic. + Conclusion + La protection des données des abonnés est une composante centrale de la valeur d'intégrité de Bomoko Telecom et une condition de maintien de la confiance des abonnés et de conformité réglementaire. + Note de version : ce document (v1.1) est remplacé par la version 2.0 à compter du 15 mars 2026.,[44],[10],[10],"[""obligations"", ""déclaration"", ""réglementaire"", ""Responsabilités"", ""Direction"", ""Cybersécurité"", ""Télécom"", ""responsable""]",False,factual,candidate_review
eval-107,"Selon «DOC21_Cybersecurite_Protection_Donnees_Abonnes_V2», que précise le corpus sur le point suivant : des données de trafic strictement limitée à 12 mois à compter de leur génération, sauf obligation légale de conservation ?","des données de trafic strictement limitée à 12 mois à compter de leur génération, sauf obligation légale de conservation prolongée (nouveauté v2.0 : durée désormais chiffrée explicitement, contre une formulation générale en v1.1). + Procédure de notification en cas de suspicion de fuite ou d'accès non autorisé, avec un délai cible de notification interne de 72 heures à compter de la détection (nouveauté v2.0 : délai chiffré, absent de la v1.1). + Extension v2.0 : les données transférées à un opérateur tiers dans le cadre d'un accord d'interconnexion ou d'itinérance font l'objet d'une clause contractuelle de protection des données, revue par la Direction Juridique et Réglementation avant signature. + Procédures + Revue des habilitations d'accès aux systèmes contenant des données abonnés : fréquence",[48],[11],[11],"[""données"", ""trafic"", ""strictement"", ""limitée"", ""compter"", ""génération"", ""obligation"", ""légale""]",False,factual,candidate_review
eval-108,"Selon «DOC21_Cybersecurite_Protection_Donnees_Abonnes_V2», que précise le corpus sur le point suivant : rection Juridique et Réglementation avant signature. + Procédures + Revue des habilitations d'accès aux systèmes contena ?","rection Juridique et Réglementation avant signature. + Procédures + Revue des habilitations d'accès aux systèmes contenant des données abonnés : fréquence resserrée de trimestrielle à mensuelle (nouveauté v2.0). + Audit annuel de conformité mené par la Direction Cybersécurité Télécom en lien avec la Direction Juridique et Réglementation. + Notification à la Direction Juridique et Réglementation de tout incident avéré impliquant des données abonnés, pour évaluation des obligations de déclaration réglementaire, sous le délai cible de 72 heures désormais formalisé. + Nouveauté v2.0 : revue contractuelle systématique de toute clause de protection des données avant signature ou renouvellement d'un accord d'interconnexion ou d'itinérance avec un opérateur tiers. + Responsabilités + La Direction Cybersécurité",[49],[11],[11],"[""rection"", ""Juridique"", ""Réglementation"", ""avant"", ""signature"", ""Procédures"", ""Revue"", ""habilitations""]",False,factual,candidate_review
eval-109,"Selon «Politique_Cybersecurite_Telecom_TelcoAI», que précise le corpus sur le point suivant : Procédures ou processus + Surveillance continue des infrastructures par le NOC en coordination avec la Direction Cybersé ?","Procédures ou processus + Surveillance continue des infrastructures par le NOC en coordination avec la Direction Cybersécurité Télécom. + Revue trimestrielle des droits d'accès aux systèmes télécom critiques (Core Network, plateformes de facturation). + Tests périodiques de résilience face aux attaques DDoS sur les points d'interconnexion. + Application systématique de la procédure de gestion des incidents en cas de détection d'anomalie de sécurité (voir document associé). + ├ëvaluation de sécurité obligatoire avant la mise en production de tout nouvel équipement ou service, notamment dans le cadre des déploiements 4G/5G. + Sensibilisation annuelle des équipes techniques et administratives aux bonnes pratiques de cybersécurité. + 6.",[62],[13],[13],"[""Procédures"", ""processus"", ""Surveillance"", ""continue"", ""infrastructures"", ""coordination"", ""Direction"", ""Cybersécurité""]",False,factual,candidate_review
eval-110,"Selon «Rapport_Incident_Securite_DDoS_TelcoAI», que précise le corpus sur le point suivant : Risques et recommandations + Risque de récurrence d'attaques similaires sur d'autres points d'interconnexion : recommand ?",Risques et recommandations + Risque de récurrence d'attaques similaires sur d'autres points d'interconnexion : recommandation d'étendre les mécanismes de détection et d'atténuation testés lors de cet incident à l'ensemble des points d'interconnexion critiques. + Risque de délai d'escalade en cas d'indisponibilité de l'équipe d'astreinte : recommandation de renforcer le dispositif de permanence de la Direction Cybersécurité Télécom. + Recommandation : intégrer ce scénario dans les prochains exercices de simulation d'incident organisés dans le cadre du PROJECT NETWORK RELIABILITY. + 9.,[72],[14],[14],"[""Risques"", ""recommandations"", ""Risque"", ""récurrence"", ""attaques"", ""similaires"", ""autres"", ""points""]",False,factual,candidate_review
eval-111,"Selon «DOC03_Rapport_Strategique», que précise le corpus sur le point suivant : La croissance de la demande en données mobiles impose une accélération de la modernisation du réseau (4G renforcée, 5G,  ?","La croissance de la demande en données mobiles impose une accélération de la modernisation du réseau (4G renforcée, 5G, fibre) pour maintenir la position de l'opérateur. + Situation actuelle (fin 2025) + Abonnés actifs : 9,5 millions (8,7 millions mobile, 0,8 million fixe/entreprise) + Couverture 4G : Kinshasa, Lubumbashi, Goma, Bukavu, Kisangani, Mbuji-Mayi, Matadi, Kananga + Couverture 5G : pilote urbain à Kinshasa uniquement + Fibre optique : backbone nati",[84],[16],[16],"[""croissance"", ""demande"", ""données"", ""mobiles"", ""impose"", ""accélération"", ""modernisation"", ""réseau""]",False,factual,candidate_review
eval-112,"Selon «DOC03_Rapport_Strategique_V2», que précise le corpus sur le point suivant : Rapport Stratégique ÔÇö Développement du Réseau et de la Base d'Abonnés 2027-2029 + Objectif + Actualiser la stratégie d ?","Rapport Stratégique ÔÇö Développement du Réseau et de la Base d'Abonnés 2027-2029 + Objectif + Actualiser la stratégie de développement de Bomoko Telecom à l'occasion de la revue stratégique annuelle, sur la base des résultats de l'exercice 2026, et fixer les objectifs de couverture réseau, de croissance d'abonnés et d'investissement pour la période 2027-2029. + Contexte + L'exercice 2026 a permis l'exécution d'une large part des objectifs fixés par la version 1.1 de ce rapport, avec toutefois un retard partiel sur l'extension du backbone fibre vers Mbuji-Mayi, conformément au risque identifié dès la version précédente.",[90],[17],[17],"[""Rapport"", ""Stratégique"", ""Développement"", ""Réseau"", ""Abonnés"", ""Objectif"", ""Actualiser"", ""stratégie""]",False,factual,candidate_review
eval-113,"Selon «DOC23_Marketing_Etude_Marche_Concurrentiel», que précise le corpus sur le point suivant : rer les campagnes marketing 2026 sur la différenciation par la qualité de couverture data et l'avance 5G plutôt que sur  ?","rer les campagnes marketing 2026 sur la différenciation par la qualité de couverture data et l'avance 5G plutôt que sur une compétition tarifaire directe sur le segment prépayé. + Conclusion + La stratégie marketing doit s'appuyer sur les atouts techniques de Bomoko Telecom (couverture 4G, avance 5G, pilote FTTH) plutôt que sur une concurrence par les prix sur les segments les plus disputés du marché.",[171],[35],[35],"[""campagnes"", ""marketing"", ""différenciation"", ""qualité"", ""couverture"", ""avance"", ""plutôt"", ""compétition""]",False,factual,candidate_review
eval-114,"Selon «Strategie_Marketing_Lancement_5G_TelcoAI», que précise le corpus sur le point suivant : Objectif + Définir la stratégie marketing de lancement de l'offre TelcoAI 5G PREMIUM dans les zones de Kinshasa couverte ?","Objectif + Définir la stratégie marketing de lancement de l'offre TelcoAI 5G PREMIUM dans les zones de Kinshasa couvertes par le PROJECT KINSHASA 5G, afin de générer une adoption rapide de la 5G auprès des utilisateurs intensifs de données mobiles et de valoriser l'investissement réseau réalisé. + 2.",[182],[39],[39],"[""Objectif"", ""Définir"", ""stratégie"", ""marketing"", ""lancement"", ""offre"", ""TelcoAI"", ""PREMIUM""]",False,factual,candidate_review
eval-115,"Selon «DOC19_NOC_Rapport_Incident_Fibre_Kinshasa_Matadi», que précise le corpus sur le point suivant : rrassement non déclarés à proximité de la route nationale, au niveau du tronçon de Kasangulu. + Impact abonnés : dégrada ?","rrassement non déclarés à proximité de la route nationale, au niveau du tronçon de Kasangulu. + Impact abonnés : dégradation temporaire du débit sur la liaison de secours hertzienne, sans coupure totale de service gr├óce à la bascule automatique. + Durée de l'incident : rétablissement complet en 5 heures et 20 minutes, conforme à l'objectif de moins de 6 heures en zone concernée. + Procédures appliquées + 06h42 : détection de l'alarme de perte de signal optique par le NOC. + 06h45 : bascule automatique confirmée sur la liaison hertzienne de secours. + 07h10 : mobilisation de l'équipe technique terrain de la Direction Transmission et Fibre Optique. + 09h30 : localisation du point de sectionnement par réflectométrie (OTDR). + 12h02 : réparation de la fibre et rétablissement du signal optique nominal. + 12h05 :",[194],[41],[41],"[""rrassement"", ""déclarés"", ""proximité"", ""route"", ""nationale"", ""niveau"", ""tronçon"", ""Kasangulu""]",False,factual,candidate_review
eval-116,"Selon «DOC19_NOC_Rapport_Incident_Fibre_Kinshasa_Matadi», que précise le corpus sur le point suivant : Conclusion + L'incident a été résolu dans les délais cibles gr├óce à la bascule automatique sur liaison de secours, conf ?","Conclusion + L'incident a été résolu dans les délais cibles gr├óce à la bascule automatique sur liaison de secours, confirmant l'utilité du doublement hertzien sur ce tronçon en attendant le renforcement du Projet Fibre Nationale.",[196],[41],[41],"[""Conclusion"", ""incident"", ""résolu"", ""délais"", ""cibles"", ""bascule"", ""automatique"", ""liaison""]",False,factual,candidate_review
eval-117,"Selon «Procedure_Coordination_Incident_Majeur_TelcoAI», que précise le corpus sur le point suivant : d dans l'activation de la cellule de crise en cas d'ambiguûté sur la sévérité de l'incident : recommandation de former r ?",d dans l'activation de la cellule de crise en cas d'ambiguûté sur la sévérité de l'incident : recommandation de former régulièrement le NOC à la grille de classification. + Risque de messages incohérents envers les abonnés en cas de non-coordination entre Support Client et Marketing : recommandation de valider systématiquement les éléments de langage via le coordinateur d'incident. + Recommandation : intégrer les enseignements de chaque incident majeur dans les plans d'action du PROJECT NETWORK RELIABILITY. + 9.,[225],[47],[47],"[""activation"", ""cellule"", ""crise"", ""ambiguûté"", ""sévérité"", ""incident"", ""recommandation"", ""former""]",False,factual,candidate_review
eval-118,"Selon «DOC04_DTR_Optimisation_Radio», que précise le corpus sur le point suivant : Toute modification affectant un site partagé avec un opérateur tiers requiert une validation conjointe préalable. + Risq ?","Toute modification affectant un site partagé avec un opérateur tiers requiert une validation conjointe préalable. + Risques + Risque de dégradation temporaire de la qualité de service pendant la phase d'ajustement. + Risque de récurrence des interférences en cas de densification non coordonnée de nouveaux sites 4G/5G à proximité. + Recommandations + Anticiper l'impact sur le plan de fréquences existant avant toute mise en service d'un nouveau site gNodeB dans le cadre du Projet Sentinelle 5G, en particulier dans les zones déjà dense",[270],[56],[56],"[""Toute"", ""modification"", ""affectant"", ""partagé"", ""opérateur"", ""tiers"", ""requiert"", ""validation""]",False,factual,candidate_review
eval-119,"Selon «DOC28_Contrat_Fourniture_Konga_Systems», que précise le corpus sur le point suivant : e Projet Sentinelle 5G. + Conclusion + Ce contrat-cadre sécurise la fourniture des équipements nécessaires à l'extension ?",e Projet Sentinelle 5G. + Conclusion + Ce contrat-cadre sécurise la fourniture des équipements nécessaires à l'extension du pilote 5G à Lubumbashi et fixe les engagements de délai et de garantie du fournisseur Konga Systems.,[280],[59],[59],"[""Projet"", ""Sentinelle"", ""Conclusion"", ""contrat"", ""cadre"", ""sécurise"", ""fourniture"", ""équipements""]",False,factual,candidate_review
eval-120,"Selon «DOC33_Transmission_Registre_Circuits_MPLS», que précise le corpus sur le point suivant : ibre Optique, avec priorisation d'une migration vers la fibre optique lorsque le circuit repose encore sur un faisceau h ?","ibre Optique, avec priorisation d'une migration vers la fibre optique lorsque le circuit repose encore sur un faisceau hertzien. + Responsabilités + La Direction Transmission et Fibre Optique tient à jour ce registre ; le NOC s'y réfère pour la qualification des alarmes de saturation ou de coupure de circuit. + Risques + Les circuits vers Goma, Kisangani et Mbuji-Mayi reposent encore sur des faisceaux hertziens à capacité limitée, ce qui constitue un point de vigilance pour l'extension prévue de la 5G au-delà de Lubumbashi. + Conclusion + Ce registre complète le Registre des sites et équipements (BOMOKO-DTR-012) pour la couche transmission et sert de référence pour toute analyse de capacité ou tout rapport d'incident mentionnant un code de circuit.",[292],[63],[63],"[""Optique"", ""priorisation"", ""migration"", ""fibre"", ""optique"", ""lorsque"", ""circuit"", ""repose""]",False,factual,candidate_review
